"cod_ibge","nome","classe","subjacente","proc_grau","bens_industriais","source"
"1108038","1108038.Peixe - pescada","alimento_domic",NA,"in_natura",FALSE,"BCB RI Dez/2019 Tab.5"
"1108045","1108045.Caranguejo","alimento_domic",NA,"in_natura",FALSE,"BCB RI Dez/2019 Tab.5"
"1108049","1108049.Peixe - castanha","alimento_domic",NA,"in_natura",FALSE,"BCB RI Dez/2019 Tab.5"
"1108052","1108052.Peixe - palombeta","alimento_domic",NA,"in_natura",FALSE,"BCB RI Dez/2019 Tab.5"
"1108072","1108072.Peixe - curimatã","alimento_domic",NA,"in_natura",FALSE,"BCB RI Dez/2019 Tab.5"
"1108075","1108075.Peixe - salmão","alimento_domic",NA,"in_natura",FALSE,"BCB RI Dez/2019 Tab.5"
"1108080","1108080.Peixe - tilápia","alimento_domic",NA,"in_natura",FALSE,"BCB RI Dez/2019 Tab.5"
"1108087","1108087.Peixe - tambaqui","alimento_domic",NA,"in_natura",FALSE,"BCB RI Dez/2019 Tab.5"
"1108088","1108088.Peixe - dourada","alimento_domic",NA,"in_natura",FALSE,"BCB RI Dez/2019 Tab.5"
"1108092","1108092.Peixe - filhote","alimento_domic",NA,"in_natura",FALSE,"BCB RI Dez/2019 Tab.5"
"1108096","1108096.Peixe - peroá","alimento_domic",NA,"in_natura",FALSE,"BCB RI Dez/2019 Tab.5"
"1108112","1108112.Peixe - pintado","alimento_domic",NA,"in_natura",FALSE,"BCB RI Dez/2019 Tab.5"
"1108125","1108125.Peixe - aruanã","alimento_domic",NA,"in_natura",FALSE,"BCB RI Dez/2019 Tab.5"
"1109002","1109002.Presunto","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1109007","1109007.Salsicha","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1109008","1109008.Linguiça","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1109010","1109010.Mortadela","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1109012","1109012.Salame","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1109023","1109023.Bacalhau","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1109056","1109056.Carne-seca e de sol","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1109058","1109058.Carne de porco salgada e defumada","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1110009","1110009.Frango inteiro","alimento_domic",NA,"in_natura",FALSE,"BCB RI Dez/2019 Tab.5"
"1110010","1110010.Frango em pedaços","alimento_domic",NA,"in_natura",FALSE,"BCB RI Dez/2019 Tab.5"
"1110044","1110044.Ovo de galinha","alimento_domic",NA,"in_natura",FALSE,"BCB RI Dez/2019 Tab.5"
"1111004","1111004.Leite longa vida","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1111008","1111008.Leite condensado","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1111009","1111009.Leite em pó","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1111011","1111011.Queijo","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1111019","1111019.Iogurte e bebidas lácteas","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1111021","1111021.Requeijão","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1111031","1111031.Manteiga","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1111038","1111038.Leite fermentado","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1112003","1112003.Biscoito","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1112015","1112015.Pão francês","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1112017","1112017.Pão doce","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1112018","1112018.Pão de forma","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1112019","1112019.Bolo","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1112025","1112025.Pão de queijo","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1113013","1113013.Óleo de soja","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1113014","1113014.Azeite de oliva","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1113040","1113040.Margarina","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1114001","1114001.Suco de frutas","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1114003","1114003.Polpa de fruta (congelada)","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1114004","1114004.Açaí (emulsão)","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1114022","1114022.Café moído","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1114023","1114023.Café solúvel","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1114083","1114083.Refrigerante e água mineral","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1114084","1114084.Cerveja","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1114085","1114085.Outras bebidas alcoólicas","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1114087","1114087.Vinho","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1114090","1114090.Suco em pó","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1114091","1114091.Chá mate (erva mate)","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1115013","1115013.Alimento infantil","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1115016","1115016.Palmito em conserva","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1115017","1115017.Pepino em conserva","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1115039","1115039.Sardinha em conserva","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1115050","1115050.Salsicha em conserva","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1115056","1115056.Sopa desidratada","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1115057","1115057.Azeitona","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1115058","1115058.Milho-verde em conserva","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1115075","1115075.Atum em conserva","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1116001","1116001.Leite de coco","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1116005","1116005.Atomatado","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1116010","1116010.Alho","alimento_domic",NA,"in_natura",FALSE,"BCB RI Dez/2019 Tab.5"
"1116013","1116013.Sal","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1116022","1116022.Colorau","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1116023","1116023.Caldo de tucupi","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1116026","1116026.Fermento","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1116033","1116033.Maionese","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1116041","1116041.Vinagre","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1116048","1116048.Caldo concentrado","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1116071","1116071.Tempero misto","alimento_domic",NA,"industr",FALSE,"BCB RI Dez/2019 Tab.5"
"1201001","1201001.Refeição","alimento_fora",TRUE,NA,FALSE,"BCB RI Dez/2019 Tab.5"
"1201003","1201003.Lanche","alimento_fora",TRUE,NA,FALSE,"BCB RI Dez/2019 Tab.5"
"1201007","1201007.Refrigerante e água mineral","alimento_fora",TRUE,NA,FALSE,"BCB RI Dez/2019 Tab.5"
"1201009","1201009.Cafezinho","alimento_fora",TRUE,NA,FALSE,"BCB RI Dez/2019 Tab.5"
"1201048","1201048.Cerveja","alimento_fora",TRUE,NA,FALSE,"BCB RI Dez/2019 Tab.5"
"1201051","1201051.Outras bebidas alcoólicas","alimento_fora",TRUE,NA,FALSE,"BCB RI Dez/2019 Tab.5"
"1201052","1201052.Vinho","alimento_fora",TRUE,NA,FALSE,"BCB RI Dez/2019 Tab.5"
"1201061","1201061.Doces","alimento_fora",TRUE,NA,FALSE,"BCB RI Dez/2019 Tab.5"
"1201088","1201088.Sorvete","alimento_fora",TRUE,NA,FALSE,"BCB RI Dez/2019 Tab.5"
"2101001","2101001.Aluguel residencial","servico",TRUE,NA,FALSE,"BCB RI Dez/2019 Tab.5"
"2101002","2101002.Condomínio","servico",TRUE,NA,FALSE,"BCB RI Dez/2019 Tab.5"
"2101004","2101004.Taxa de água e esgoto","monitorado",NA,NA,FALSE,"BCB RI Dez/2019 Tab.5"
"2101012","2101012.Mudança","servico",TRUE,NA,FALSE,"BCB RI Dez/2019 Tab.5"
"2103005","2103005.Ferragens","nao_duravel_industrial",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"2103008","2103008.Material de eletricidade","nao_duravel_industrial",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"2103012","2103012.Vidro","nao_duravel_industrial",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"2103014","2103014.Tinta","nao_duravel_industrial",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"2103032","2103032.Revestimento de piso e parede","nao_duravel_industrial",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"2103038","2103038.Madeira e taco","nao_duravel_industrial",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"2103039","2103039.Cimento","nao_duravel_industrial",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"2103040","2103040.Tijolo","nao_duravel_industrial",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"2103041","2103041.Material hidráulico","nao_duravel_industrial",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"2103042","2103042.Mão de obra","servico",TRUE,NA,FALSE,"BCB RI Dez/2019 Tab.5"
"2103048","2103048.Areia","nao_duravel_industrial",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"2103049","2103049.Pedras","nao_duravel_industrial",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"2103055","2103055.Telha","nao_duravel_industrial",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"2104003","2104003.Saco para lixo","nao_duravel_industrial",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"2104005","2104005.Água sanitária","nao_duravel_industrial",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"2104008","2104008.Detergente","nao_duravel_industrial",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"2104009","2104009.Sabão em pó","nao_duravel_industrial",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"2104012","2104012.Desinfetante","nao_duravel_industrial",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"2104015","2104015.Sabão em barra","nao_duravel_industrial",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"2104016","2104016.Esponja de limpeza","nao_duravel_industrial",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"2104019","2104019.Sabão líquido","nao_duravel_industrial",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"2104020","2104020.Limpador multiuso","nao_duravel_industrial",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"2104041","2104041.Papel toalha","nao_duravel_industrial",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"2104085","2104085.Amaciante e alvejante","nao_duravel_industrial",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"2201003","2201003.Carvão vegetal","nao_duravel_industrial",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"2201004","2201004.Gás de botijão","monitorado",NA,NA,FALSE,"BCB RI Dez/2019 Tab.5"
"2201005","2201005.Gás encanado","monitorado",NA,NA,FALSE,"BCB RI Dez/2019 Tab.5"
"2202003","2202003.Energia elétrica residencial","monitorado",NA,NA,FALSE,"BCB RI Dez/2019 Tab.5"
"3101002","3101002.Móvel para sala","duravel",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"3101003","3101003.Móvel para quarto","duravel",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"3101015","3101015.Móvel para copa e cozinha","duravel",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"3101016","3101016.Móvel infantil","duravel",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"3101017","3101017.Colchão","duravel",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"3102001","3102001.Artigos de iluminação","duravel",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"3102005","3102005.Tapete","duravel",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"3102006","3102006.Cortina","semiduravel",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"3102007","3102007.Utensílios de metal","semiduravel",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"3102009","3102009.Utensílios de vidro e louça","semiduravel",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"3102010","3102010.Utensílios de plástico","semiduravel",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"3102035","3102035.Flores naturais","nao_duravel_industrial",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"3102337","3102337.Utensílios para bebê","semiduravel",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"3103001","3103001.Roupa de cama","semiduravel",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"3103003","3103003.Roupa de banho","semiduravel",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"3201001","3201001.Refrigerador","duravel",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"3201002","3201002.Ar-condicionado","duravel",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"3201006","3201006.Máquina de lavar roupa","duravel",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"3201013","3201013.Ventilador","semiduravel",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"3201021","3201021.Fogão","duravel",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"3201050","3201050.Chuveiro elétrico","duravel",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"3202001","3202001.Televisor","duravel",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"3202003","3202003.Aparelho de som","duravel",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"3202008","3202008.Videogame (console)","semiduravel",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"3202028","3202028.Computador pessoal","duravel",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"3301002","3301002.Conserto de refrigerador","servico",TRUE,NA,FALSE,"BCB RI Dez/2019 Tab.5"
"3301006","3301006.Conserto de televisor","servico",TRUE,NA,FALSE,"BCB RI Dez/2019 Tab.5"
"3301015","3301015.Conserto de máquina de lavar roupa","servico",TRUE,NA,FALSE,"BCB RI Dez/2019 Tab.5"
"3301022","3301022.Reforma de estofado","servico",TRUE,NA,FALSE,"BCB RI Dez/2019 Tab.5"
"3301088","3301088.Conserto de aparelho celular","servico",TRUE,NA,FALSE,"BCB RI Dez/2019 Tab.5"
"3301130","3301130.Conserto de bicicleta","servico",TRUE,NA,FALSE,"BCB RI Dez/2019 Tab.5"
"4101002","4101002.Calça comprida masculina","semiduravel",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"4101005","4101005.Agasalho masculino","semiduravel",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"4101006","4101006.Bermuda/short masculino","semiduravel",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"4101008","4101008.Cueca","semiduravel",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"4101009","4101009.Camisa/camiseta masculina","semiduravel",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"4102002","4102002.Calça comprida feminina","semiduravel",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"4102003","4102003.Agasalho feminino","semiduravel",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"4102004","4102004.Saia","semiduravel",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"4102005","4102005.Vestido","semiduravel",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"4102008","4102008.Blusa","semiduravel",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"4102010","4102010.Lingerie","semiduravel",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"4102013","4102013.Bermuda/short feminino","semiduravel",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"4103001","4103001.Uniforme escolar","semiduravel",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"4103002","4103002.Calça comprida infantil","semiduravel",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"4103005","4103005.Agasalho infantil","semiduravel",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
"4103007","4103007.Vestido infantil","semiduravel",NA,NA,TRUE,"BCB RI Dez/2019 Tab.5"
